,tconst,actors,originalTitle,genres,directors,writers,averageRating,numVotes,language
21091,tt16401516,"nm0172557,nm3276635,nm0070810,nm0047896,nm13206842,nm13219533,nm13362224,nm0249421,nm0492976",Roadfood,Documentary,\N,"nm13206842,nm13219533,nm1892165,nm13362224",9.0,1575,en
21094,tt16409108,"nm8717071,nm2122885,nm13753459,nm5838093,nm9224431,nm11987892,nm13623098,nm4983775,nm5427939,nm6264177",Joker,"Comedy,Reality-TV","nm5838086,nm5838088",\N,6.4,4129,en
21096,tt1641247,"nm1478358,nm0001116,nm0315041,nm0580351,nm2580571,nm0111073,nm1096494,nm0932143,nm0973827,nm0219499",Life's Too Short,Comedy,"nm0315041,nm0580351","nm0001116,nm0315041,nm0580351",7.5,15921,ja
21102,tt1641349,"nm0002332,nm0641816,nm0174909,nm0010837,nm1935292,nm0545150,nm0799026,nm2334994,nm4305463,nm4667912",Terra Nova,"Adventure,Drama,Mystery","nm0143984,nm0004610,nm0336241,nm1879589,nm0818465","nm0545150,nm0799026,nm3029174,nm0558052,nm3011547,nm0103804,nm2963554,nm0299236,nm2201310,nm0248404,nm1332931,nm0596711",6.7,84175,en
21112,tt1641384,"nm1303925,nm0636046,nm0005211,nm0565366,nm1107254,nm0918852,nm1541845,nm0424315,nm3946868,nm0938379",Young Justice,"Action,Adventure,Animation","nm0075331,nm0381817,nm1955513,nm0646515,nm0970607,nm4958428,nm1543564,nm0614222,nm0515005,nm1399631,nm0177328,nm2304017","nm1147759,nm0795975,nm5132606,nm4643584,nm2752881,nm3542504,nm1891040,nm0568336,nm1320013,nm1318560,nm1632388,nm1517045,nm0394447,nm4587915,nm3095779,nm0859471,nm0184555,nm0176689,nm0551376,nm0239635,nm0317493,nm6426507,nm4565159,nm7176010,nm4931159,nm1259714,nm1570426,nm0918083,nm0918857,nm1163698,nm4750299,nm0203035,nm9065861,nm2779936,nm0277730,nm2242750,nm0170160,nm4904955,nm0562554,nm2163440,nm0218204,nm0700133,nm0316043,nm0918816,nm8862622,nm8788884,nm9114524,nm1921680,nm1764901,nm1318206,nm0126208,nm1198528,nm1439645,nm1694619,nm0805824,nm3329994,nm0471172,nm4232089,nm0011240,nm0091650,nm0661200,nm0800791,nm1318885,nm0666548,nm7542250,nm7100009,nm4160687,nm4287835,nm5464901,nm0275583,nm0283897,nm1881318,nm1504567,nm6715911,nm1421638,nm0935099,nm3315450,nm7288748,nm8067804,nm8303162,nm13186550,nm0340485,nm0389830,nm6981356,nm2274818,nm0298380,nm4635630,nm0408639,nm1146051,nm11659722,nm11179129,nm2083477,nm0112357,nm4240496,nm4587620,nm4633226,nm4566706,nm3156708,nm1277476,nm4566548,nm2757098,nm0568825,nm6245886,nm0357836,nm4088328,nm4743983,nm4086030,nm6219476,nm5128206,nm3708462,nm0664632,nm0792590,nm2214450,nm0889099,nm1764865,nm0060872,nm2907675,nm6294801,nm1571519,nm1216642,nm0542539,nm1632007,nm2032354,nm0600872,nm5270459,nm0736966,nm1835721,nm1424376,nm4566501,nm3523015,nm4562346,nm0918852,nm1541845,nm0424315,nm3946868,nm0938379,nm1303925,nm0456158,nm0796950,nm1189346,nm0236854,nm0004170,nm4846365",8.7,42094,en
21123,tt16415264,"nm7772239,nm0001075,nm0001597,nm0524197,nm0000553,nm0410596,nm2478116,nm0254923,nm12791755,nm2475910",Benjamin Franklin,"Biography,Documentary,History",nm0122741,nm13211842,8.2,882,en
21128,tt16420408,"nm10147760,nm2595502,nm4820957,nm1193604,nm10052973,nm2413221,nm5432756,nm5241678,nm1920739,nm7818144",Mezarlik,"Crime,Drama,Mystery",nm1283973,"nm8303928,nm3255112,nm9628536",7.8,2241,en
21137,tt16428772,"nm13401815,nm0082211,nm3713756,nm1121807,nm10497761,nm5023881,nm3601705,nm8060565,nm11519839,nm9842394",Baba,Drama,nm6393161,"nm2494137,nm1699819",6.4,764,en
21145,tt1643266,"nm3675855,nm0167139,nm2435429,nm2347489,nm3796379,nm0122745,nm2712528,nm0902206,nm3753394,nm2406382",Ancient Aliens,"Documentary,Fantasy,History","nm1359507,nm0122745,nm1358801,nm0551718,nm1334130","nm1277692,nm0122745,nm1948775,nm1657553,nm0744748,nm2888619,nm1558919,nm4261991,nm0642300,nm1793817,nm2052633,nm1747171,nm5572503,nm0321932,nm0089634,nm1713577,nm1512839,nm2397742,nm2344514,nm2879196,nm1411050,nm1387387,nm1464952,nm0260122,nm2727890,nm0584511,nm7824978,nm3411280,nm0174140,nm1061465,nm0660181,nm2873812,nm0551718,nm0546153,nm0359045,nm1600320,nm0325648,nm1894942,nm1649538,nm13260812,nm1626604,nm1341171,nm0788505,nm2696142,nm7788434,nm1706119,nm1428567,nm1230587,nm1975800,nm0298132,nm1649531,nm0145949,nm1948223,nm1848156,nm5893596,nm1989373,nm0936436,nm3082481,nm1014024,nm0250696,nm1618892,nm3023893,nm0970125,nm1837952",7.1,11570,en
21154,tt16463942,"nm0475269,nm5716198,nm0395926,nm5233411,nm4458516,nm2882223,nm12259321,nm7693815,nm13226377,nm9866151",Die Discounter,Comedy,"nm5233411,nm6607719,nm6607720","nm5233411,nm6607719,nm6607720,nm2882223",8.0,2905,en
21157,tt1647423,"nm3332254,nm0645612,nm3261804,nm3056196,nm3891226,nm4268307,nm2363959,nm2426728,nm8251674,nm4055575",Interny,Comedy,"nm0994393,nm4295224,nm3146998,nm3308536","nm7978839,nm3392634,nm13809461,nm11302365,nm5651994",7.2,3348,en
21158,tt16481820,"nm1663926,nm5631118,nm12269957,nm0133164,nm3634819,nm1319754,nm2493295,nm0867813,nm7575072,nm0056770",Diario de un Gigoló,"Crime,Drama,Mystery","nm1094911,nm1471643,nm2148154","nm0293972,nm1319754,nm1417778",6.4,1188,ja
21170,tt16493854,"nm1713653,nm3316961,nm3743319,nm4944775,nm1753862,nm1059148,nm11606987,nm11105261",Ghost Doctor,"Comedy,Fantasy,Romance",nm13271848,nm13271849,7.9,1596,en
21179,tt1650527,"nm0678217,nm3898236,nm1512977,nm3906069,nm2843959,nm2810106,nm3941379,nm0199102,nm3906244,nm1111360",Stuklen dom,Drama,"nm3953473,nm1189479,nm1414010,nm0092514,nm3898073","nm3906139,nm3906506,nm3906639,nm3897430,nm7821632,nm3905517,nm11304881,nm3905494",7.7,2529,en
21180,tt1650552,"nm0001107,nm2228560,nm0513964,nm1692976,nm0940851,nm0514735,nm2185141,nm0863231,nm2268905,nm0524722",Single Ladies,"Comedy,Drama,Romance","nm0205542,nm0781311,nm0362734,nm0791381,nm0258748,nm0396817,nm0776317,nm0126032,nm0929360,nm0376429","nm0514735,nm0046263,nm0482248,nm0635998,nm0217648,nm0493086,nm0997055,nm0425103,nm1509321,nm0112270,nm0167117,nm1084228,nm0112919,nm1018895,nm0842782,nm2639735,nm0183385,nm0278296,nm0376429,nm0390635,nm1334813,nm0656071",6.1,2115,ja
21184,tt1652216,"nm1658459,nm0867017,nm0212675,nm0522882,nm0146414,nm1561415,nm3281039,nm0057685,nm0796594,nm0862918",DCI Banks,"Crime,Drama,Mystery","nm2296554,nm0369949,nm0006624,nm3160468,nm1168446,nm0299563,nm1788073,nm1425385,nm0063279,nm0247123,nm0941189,nm0322533,nm0724047,nm1067853,nm0703975","nm1307324,nm0382985,nm2224851,nm0614658,nm0668252,nm4010474,nm0871734,nm3296564",7.6,8172,en
21192,tt1652218,"nm9521302,nm0066586,nm0799591,nm0322562,nm0912938,nm1206701,nm0941000,nm4415767,nm0001035,nm0834501",Mad Dogs,"Comedy,Crime,Drama","nm0792120,nm0369949",nm1659841,7.5,5667,en
21196,tt1652654,"nm1599985,nm0626362,nm2068559,nm0661703,nm1741345,nm3012604,nm2925304,nm2766736,nm0528462,nm4362505",Monroe,Drama,"nm0006476,nm0601095,nm0446232,nm2270017","nm0101178,nm0304475,nm2133107",7.6,1044,en
21198,tt1653313,"nm3005544,nm3006224,nm4688355,nm3075905,nm3629001,nm4159145,nm5025409,nm5025402,nm4663653",Board James,"Comedy,Horror,Thriller",nm3005544,nm3005544,8.2,2307,fr
21199,tt1654842,"nm2179180,nm0009313,nm0002907,nm0001593,nm2832695,nm0050332,nm0477127,nm0610459,nm0870794,nm0061877",A Drop of True Blood,"Drama,Fantasy,Horror",nm0867784,"nm0050332,nm2363895",8.0,634,en
21201,tt1655610,"nm3638299,nm1489841,nm1754270,nm2171329,nm3470960,nm1364905,nm1799368,nm2969903,nm1891168,nm0931060",Baka to Test to Shoukanjuu,"Animation,Comedy,Fantasy","nm3670298,nm2932996,nm0410660","nm1489841,nm1451447,nm3911109",7.2,1391,ja
21203,tt1657081,"nm0001075,nm1015684,nm0001797,nm0000547,nm0005024,nm1398578,nm0937725,nm0000240,nm0000674,nm1004211",Law & Order: Los Angeles,"Crime,Drama,Mystery","nm0152650,nm0592813,nm0211523,nm0002726,nm0592808,nm0080601,nm0002339,nm0327064,nm0538744,nm0049569,nm0156838,nm0001139,nm0390103,nm1734368,nm0001726","nm1398578,nm0937725,nm2604261,nm0552588,nm0842478,nm0155961,nm1109145,nm0049569,nm0566972,nm4546012",6.7,2673,en
21209,tt1657505,"nm7575767,nm0861361,nm0169753,nm1419635,nm0089456,nm0472568,nm0788481,nm2000954,nm3416247,nm0930707",Necessary Roughness,"Comedy,Drama,Romance","nm0235852,nm0287198,nm0393661,nm0006853,nm0444709,nm0470971,nm0343622,nm0938490,nm0371348,nm0001555,nm0788481,nm0616254,nm0881038,nm0188929,nm0755261,nm0695219,nm0762541","nm0472568,nm0788481,nm3649491,nm1225948,nm1334994,nm2809264,nm0472600,nm0509340,nm0022913,nm0471386,nm0573336,nm0149661,nm0574509,nm0899531,nm1620470,nm3988196,nm0754589,nm0826291",7.0,7599,en
21216,tt1657563,"nm3407659,nm0000604,nm2467052,nm2483078,nm3253015,nm1727367,nm1728099,nm0043498,nm2571151,nm7141623",Check It Out! with Dr. Steve Brule,"Comedy,Talk-Show","nm1727367,nm1728099,nm1730037","nm1727367,nm0000604,nm1728099,nm0644022,nm1582493,nm0877203,nm2646452",8.6,6587,en
21219,tt16583602,"nm4855469,nm13370146,nm13370147,nm13370144,nm13199193,nm13370148,nm13370145",Midnight Asia: Eat Dance Dream,Documentary,"nm8583816,nm13199193,nm3340484,nm10839840",nm13199193,6.6,605,en
21222,tt16584084,"nm5580581,nm0237222,nm1052534,nm0005111,nm8268549,nm5287383,nm3145248,nm11204460,nm13436011",Getting Curious with Jonathan Van Ness,"Comedy,Reality-TV",\N,\N,6.9,802,fr
21229,tt1658978,"nm1453891,nm1931870,nm1001404,nm1364905,nm2969210,nm0586528,nm0522275,nm0949049,nm1047006,nm0476678",Hakuouki,"Action,Animation,Drama",nm0945717,\N,7.3,709,en
21230,tt1659175,"nm1040208,nm0191520,nm0599019,nm0001062,nm0919798,nm0135184,nm0458807,nm0476064,nm0649460,nm0724656",Transformers Prime,"Action,Adventure,Animation","nm0366935,nm2885631,nm0381817,nm0022828,nm1709820,nm1820873,nm0888320","nm0135184,nm0458807,nm0476064,nm0649460,nm0341297,nm0017447,nm0239635,nm0474212,nm3309878,nm0410810,nm0567505,nm0804380,nm4496300,nm4494876,nm0805133,nm0824900,nm2242750,nm1914953,nm3175488",7.9,7085,en
21238,tt1660055,"nm0000407,nm0919798,nm0169934,nm0217221,nm0000498,nm0748445,nm0817366,nm0911320,nm0085400,nm0170550",Scooby-Doo! Mystery Incorporated,"Adventure,Animation,Comedy","nm0177328,nm0311435,nm2304017,nm0324713,nm0614222","nm0748445,nm0817366,nm0752728,nm0914809,nm0260241,nm0253624,nm1698584,nm1940179,nm0052062,nm0066313,nm0749406,nm0421079,nm0471172,nm2314482,nm0483734,nm0483735,nm0564885,nm1356967,nm0280886,nm3831411,nm0536841,nm0717954",8.1,13599,en
21245,tt16605660,"nm13407285,nm5972255,nm13243233,nm11207129,nm1990557,nm11858789,nm1407212,nm12508939,nm13407286,nm3526931",Bimbo,"Comedy,Crime,Mystery","nm10954805,nm1782844","nm13243234,nm13243235,nm8404962,nm5364933",7.2,593,en
21246,tt1661526,"nm0023754,nm0761103,nm0097304,nm0010207,nm0244459,nm0608210,nm1253039,nm0869089,nm3467663,nm0412096",Crematorio,Drama,nm0845207,"nm2986381,nm0554962,nm3139010,nm2168709,nm0845207",7.6,1067,en
21248,tt1663641,"nm5964990,nm0922877,nm0381761,nm0624763,nm0922878,nm2342403,nm5312003,nm1914877,nm3163113,nm7073600",Face Off,"Game-Show,Reality-TV","nm0628646,nm1503103",nm1964051,8.2,6697,en
21253,tt1663676,"nm1395512,nm2413197,nm2155525,nm2882358,nm2044985,nm0411897,nm0850517,nm0217645,nm1367450,nm3408254",Awkward.,"Comedy,Drama,Romance","nm0490792,nm0411897,nm1451294,nm0441899,nm0638271,nm0016403,nm0156291,nm0003802,nm1279203,nm0349980,nm0606845,nm0088392,nm0003205,nm2413197,nm1015063,nm0768957,nm0791381,nm0647514,nm0038893,nm0780051,nm0200380,nm0005088,nm0503611,nm1457361,nm0578162,nm2155525","nm3418687,nm3873358,nm5150507,nm2347938,nm2091667,nm2275185,nm2102932,nm0638271,nm3412809,nm3178429,nm6539891,nm0411897,nm1502218,nm2830469,nm5039571,nm5067086,nm3521928,nm4441879,nm1439648,nm1279203,nm0016403,nm0156291,nm0483520,nm4569943,nm0316834,nm1897764,nm0833629,nm1026527,nm1185927,nm2399001",7.5,44819,en
21263,tt1666209,"nm2573394,nm2174122,nm1452474,nm10336756,nm2498552,nm5088266,nm4299091,nm1097536,nm3664406,nm2318477",Dong Yi,"Adventure,Drama,History","nm3934530,nm1636695","nm3643272,nm2083054",8.1,1766,en
21267,tt1666217,"nm3932985,nm1162030,nm3316279,nm2339825,nm2588698,nm3756266,nm1587783,nm2440627,nm0423259,nm3934118",Gae-in-eui chwi-hyang,"Comedy,Drama,Romance","nm3933893,nm3933778","nm3643272,nm3935061",7.4,4474,en
21272,tt1666278,"nm0123553,nm0295115,nm2233310,nm0724656,nm0004825,nm0465631,nm4795904,nm3186552,nm0235960,nm0048389",Thundercats,"Action,Adventure,Animation","nm1681434,nm1062620,nm0814295,nm10396034,nm1985762,nm1703609,nm3812275,nm1077121,nm3836562,nm4584155,nm3022632,nm0847595,nm1697486,nm1722180,nm0535383","nm1646579,nm0614742,nm2591926,nm0316043,nm0218204,nm0295115,nm4412876,nm2398585,nm0492969,nm3399455",7.8,7291,en
21278,tt1669774,"nm0354826,nm2297876,nm0451918,nm0290075,nm1868320,nm3399455,nm0648153,nm1925154,nm0068160,nm1275101",Voltron Force,"Animation,Sci-Fi","nm0216305,nm0307139","nm3399455,nm1965532,nm1725022,nm0066313,nm1545689,nm1032829,nm0880204,nm1729471,nm0319667,nm0238277,nm1219346,nm1104057,nm0004166,nm0118566",6.6,537,en
21279,tt1670335,"nm0593267,nm0916267",David Mitchell's Soap Box,"Comedy,Short","nm3752493,nm3756365","nm1375061,nm0593267",7.7,559,en
21280,tt1670375,"nm0441929,nm2381489,nm3942067,nm0006888,nm1456184,nm3942326,nm3938316,nm0486068,nm0399590,nm3354588",Bright Falls,"Drama,Mystery,Thriller",nm2201914,"nm3939672,nm2201914,nm3941317",7.8,538,en
21281,tt1672189,"nm1641140,nm0001212,nm2570429,nm0989182,nm1312105,nm1163823,nm0386694,nm0934618,nm1200692,nm2846393",Camelot,"Drama,Fantasy","nm0533713,nm0777447,nm1012772,nm0687964,nm0004121","nm1163823,nm0386694,nm0289125,nm1472069,nm1208415,nm1403188,nm0540627",6.5,24166,en
21291,tt16729514,"nm1199163,nm3190246,nm2363939,nm0709359,nm0944834,nm3192510,nm3354068,nm3508604,nm4512914,nm3021333",The Great Indian Murder,Mystery,nm0223606,"nm0223606,nm1238337,nm2097349",6.8,13404,en
21296,tt1673441,"nm7836578,nm3948836,nm0160364,nm5452798,nm3948348,nm5185108,nm6181738,nm8511603,nm3473527,nm6384501",Dual Survival,"Adventure,Game-Show,Reality-TV","nm2242379,nm2975195,nm3585952,nm2411809,nm1980925,nm1469568,nm0673572,nm3366389,nm2894616,nm2467330,nm1004088,nm2132672,nm1922663,nm1031768,nm3264927",\N,7.4,3226,en
21299,tt16744046,"nm11753810,nm0848308,nm1388463,nm3453549,nm5022186,nm8810169,nm9098854,nm8255073,nm2867072,nm5964116",Humble Politiciann Nograj,Comedy,nm3391111,"nm12532845,nm7590328,nm13319495,nm3391111,nm5244902,nm8810169,nm13319496",8.0,6705,en
21301,tt16745502,"nm2427433,nm1220697,nm1221522,nm3449498,nm0818242,nm0006938,nm1288339,nm0295859,nm4350702,nm3615657",Incastrati,"Comedy,Crime","nm1220697,nm1221522","nm0006938,nm1288339,nm1220697,nm1221522,nm2609545",6.8,1133,en
21305,tt1674553,"nm0115856,nm0376826,nm3058021,nm3730753,nm3463927,nm1082611,nm1081625,nm0958495,nm0676566,nm0858247",Penoza,"Crime,Drama,Thriller","nm1082611,nm2178156,nm2373617,nm2408578,nm0412940","nm1082611,nm1680438,nm0888310,nm1084220,nm1081625,nm0722783,nm3374818,nm0412940,nm1911240,nm2408578,nm1459157,nm1681077,nm0828385",8.2,3854,en
21308,tt1674928,"nm0540980,nm1101606,nm1078598,nm0413263,nm0863999,nm1393813,nm1577822,nm0009032,nm4524658,nm3952628",Metaru Faito Beibureedo,"Action,Adventure,Animation","nm0837515,nm5487775,nm5253885,nm3050849,nm8591808,nm1237740,nm3022632","nm1393813,nm1379817,nm1715504,nm0157123,nm0370475,nm1840994,nm2003913,nm9763888,nm2923132,nm3108589,nm5772225",6.3,1920,en
21316,tt1675276,"nm0016141,nm0035664,nm0108295,nm0004929,nm4041725,nm4042244,nm0217221,nm1082823,nm0071818,nm0224007",Dan Vs.,"Adventure,Animation,Comedy","nm0200402,nm1401497,nm1342828,nm0465827,nm0790723,nm2340484","nm4042244,nm4041725,nm3189936,nm3200587,nm0766982,nm1750801,nm1726433,nm1453801,nm0272206,nm2414619,nm3354196",7.7,1281,fr
21317,tt16755706,"nm0235006,nm1545196,nm5213242,nm1840556,nm3514770,nm1115778,nm11134848,nm8250466,nm9292301,nm4909523",Lycoris Recoil,"Action,Animation,Comedy",nm2078602,"nm2078602,nm6385924,nm8448073,nm2736898",7.6,1553,en
21326,tt1676462,"nm2090239,nm0324872,nm1840265,nm0008404,nm0000815,nm1356268,nm1093856,nm0264359,nm3953327,nm0952055",Hatufim,"Drama,Mystery,Thriller",nm1356268,nm1356268,8.3,2489,fr
21332,tt1676673,"nm7935541,nm1045944,nm1617711,nm1058814,nm0453735,nm1031871,nm1234301,nm3876473,nm1694270,nm1048008",Yi San,"Drama,History",\N,\N,8.1,589,ja
21337,tt1677734,"nm0075003,nm0928959,nm3892902,nm0854235,nm4992471,nm1281672,nm2804459,nm4888601,nm0526581,nm0458039",30° i februari,Drama,"nm2902064,nm2606060,nm0511933,nm0771593,nm0314192","nm4885209,nm1281672,nm0511465,nm1094845,nm1061625,nm1402782,nm0536370,nm0511933",7.6,1490,en
21338,tt1679482,"nm0849463,nm0655585,nm2195473,nm1067368,nm8095190,nm0471392,nm0110518,nm0332562,nm2447999,nm0822092",Supernatural: The Animation,"Action,Animation,Drama","nm2002321,nm3966426","nm0471392,nm1078073,nm1571148,nm4344341,nm0793062,nm0875979",7.3,2086,en
21344,tt1684734,"nm1913063,nm2034147,nm1926948,nm1192060,nm2788833,nm0065608,nm1942829,nm1675076,nm1566474,nm2883943",Glory Daze,Comedy,"nm0432627,nm0065608,nm0075669,nm0002973,nm0505842,nm0004094","nm0065608,nm1942829,nm0169295,nm1241294,nm1021514,nm0686889,nm0695451,nm0755816,nm1008217,nm0387232,nm2936403",7.8,1874,ja
21345,tt1684910,"nm0114390,nm0004755,nm0149950,nm0339460,nm0479527,nm0850696,nm0942792,nm0663177,nm0771414,nm1036340",Mad Love,"Comedy,Romance","nm0541562,nm0565063,nm0255081,nm0771673,nm0148252,nm0296945,nm0155117","nm0850696,nm0220754,nm1150257,nm1138106,nm1635250,nm4447004,nm3090566,nm2889385,nm1905395",6.5,4305,en
21347,tt1685401,"nm3562961,nm1146347,nm1543296,nm0387033,nm3910985,nm1453891,nm2763373,nm2095800,nm1328076,nm0298009",Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD,"Action,Animation,Drama","nm2013928,nm2898967,nm2460979,nm1743321,nm2160454,nm1464965,nm4835054,nm5519768,nm0847202,nm4544089","nm0475853,nm5519150,nm5519724,nm3280561",7.2,13824,en
21359,tt1685407,"nm0509523,nm4857862,nm3758487,nm0473873,nm1920556,nm1365137,nm0722676,nm2057312,nm1754270,nm1230837",Kuroshitsuji II,"Animation,Comedy,Fantasy",\N,\N,7.4,2286,en
21362,tt1685484,"nm1778495,nm1101677,nm2571848,nm2437373,nm1328775,nm1543296,nm0913828,nm0436778,nm1209923,nm2575365",Working!!,"Animation,Comedy,Drama","nm2963256,nm2403267,nm3115648,nm0755956,nm8090435,nm4541897,nm8349227,nm0913860,nm2453788,nm2154921,nm2171750,nm0620399,nm0766244,nm4811238,nm5538587,nm4807923,nm2977109,nm8087565,nm2486214,nm2540219,nm4701812,nm1664340,nm3514735,nm2034848,nm3003979,nm8358421,nm2475300,nm2394337","nm2171750,nm1985155,nm3115390,nm2422231,nm8351742,nm2887431,nm4792231,nm1771605",7.3,644,en
21365,tt16867040,"nm9747748,nm1854269,nm2629380,nm14065520,nm14065013,nm11333298,nm9795231,nm8548134,nm1649086,nm1989145",Cunk on Earth,"Comedy,Documentary",nm2299244,"nm2674352,nm4761703,nm0111765,nm0146453,nm11687779,nm1854269,nm1558466,nm11527010,nm3383067",8.4,1495,en
21376,tt1688612,"nm2001617,nm3300004,nm0263040,nm0737248,nm0363351,nm1581380,nm0822605,nm0954719,nm0038932,nm2235173",The Bay,"Drama,Romance","nm1581380,nm3300004","nm1581380,nm0724856,nm0363351,nm0774498,nm4724102,nm3929115,nm0641612,nm0364922,nm2040174,nm1010949",7.2,2518,en
21382,tt1688779,"nm2652336,nm1731738,nm7608928,nm0604716,nm1924756,nm3765300","Drugs, Inc.","Crime,Documentary","nm2374797,nm3121969,nm2264316,nm2053682,nm3167033,nm2596127,nm2297203,nm3048444,nm3937666,nm1989544,nm3096941,nm0119570,nm0379115,nm8797114,nm0973213,nm0606942,nm3116330,nm3225723,nm4244057,nm7780276,nm7780344","nm3568256,nm3048444,nm0881378",7.8,1396,ja
21386,tt1690400,"nm2057312,nm0425061,nm0160049,nm0473873,nm1920556,nm1365137,nm1230837,nm1754270,nm3470960,nm1035500",Densetsu no yuusha no densetsu,"Action,Adventure,Animation",nm1450276,nm1450276,7.0,722,en
21390,tt16912298,"nm13627286,nm0005177,nm13627273,nm10711056,nm13626899,nm2912962,nm1634688,nm13627280,nm11162113,nm10043985",Bullsh*t the Game Show,"Game-Show,Reality-TV",nm0141448,"nm2912962,nm1634688",6.2,939,ja
21398,tt1691593,"nm4150524,nm0258090,nm0050749,nm1208191,nm0647419,nm2321796,nm2168632,nm2088872,nm3986032,nm1028780","Hispania, la leyenda","Drama,History","nm0845207,nm0735705,nm0899535,nm2149627,nm0540358,nm0508277,nm1163050,nm1245735","nm1202178,nm2321796,nm2610456,nm4152116,nm4151523,nm3281140,nm2533143,nm2018628,nm2127738,nm2276427,nm2017988,nm2819855,nm2703276",6.2,603,ja
21405,tt1691602,"nm0476906,nm1990511,nm0222989,nm1468295,nm0475129,nm0209778,nm1395111,nm0925074,nm0320721,nm0947073",InSecurity,Comedy,"nm0209778,nm0614672,nm0066580","nm0209778,nm1395111,nm0925074,nm1001199,nm1686152,nm1430647,nm1980429,nm3343076,nm3147424,nm0443354,nm2376599,nm1424156,nm0790374,nm2485374,nm3448906,nm1968664,nm0992633,nm0574147",6.0,634,en
21406,tt1693592,"nm5085312,nm0000950,nm0607201,nm4474370,nm0234910,nm9522896,nm1952567,nm4667984,nm0443373,nm0728795",Vera,"Crime,Drama,Mystery","nm2370510,nm0642823,nm1976276,nm3160468,nm3741255,nm1172261,nm0316116,nm0263168,nm1879225,nm0792120,nm0063279,nm0391905,nm0182970,nm1595299,nm0724047,nm1284527,nm0002991,nm2691857,nm0393776,nm1776860,nm1952567,nm2334918,nm1398781,nm0858726,nm0248249,nm3043248,nm2099845,nm2431273,nm0387486,nm1168446","nm1590982,nm7556662,nm0089202,nm0103730,nm0960711,nm2450613,nm0177685,nm0321244,nm1652704,nm3377758,nm5496897,nm1992804,nm2224851,nm0614658,nm0752107,nm4199667,nm1737447,nm0949558",8.1,15531,en
21417,tt1694025,"nm0394679,nm2821488,nm3150446,nm2573928,nm2955927,nm0722676,nm1931870,nm1309787,nm3631965,nm1513684",Asobi ni ikuyo!,"Animation,Comedy,Romance","nm1653043,nm2538871,nm2568772,nm3432313,nm0030447,nm1571848,nm1493746,nm0846991,nm1724218","nm7531997,nm1451447,nm0926075",6.4,601,en
21423,tt1694038,"nm2235310,nm2567228,nm2932868,nm3017331,nm2590986,nm5781110,nm2049893,nm2344361,nm2917046,nm2978008",Seitokai yakuindomo,"Animation,Comedy,Drama","nm3526565,nm4163788,nm5767629,nm4823962,nm2630770,nm1751801","nm1558799,nm5781110,nm3315252",7.1,659,ja
21426,tt1694423,"nm1451059,nm3694742,nm1467555,nm3863374,nm3406839,nm0012111,nm0038702,nm5311139,nm1633378",Masterchef,"Game-Show,Reality-TV","nm1642615,nm1009769","nm0734466,nm3406839,nm0012111,nm0038702,nm5311139,nm1633378,nm1451059",7.2,9081,en
